,source,target,stimulation,inhibition,mode_of_action
6849,P00519,P53350,1,0,1.0
6850,Q96LB2,P63096,1,0,1.0
6851,P15531,Q8IVT5,0,1,-1.0
6852,Q969V6,P11831,1,0,1.0
6853,P26927,Q13043,1,0,1.0
6854,P00519,Q9H2X6,1,0,1.0
6855,Q13315,Q969H0,1,0,1.0
6856,O14965,P10275,1,0,1.0
6857,P56278,P31749,1,0,1.0
6858,P56278,Q9Y243,1,0,1.0
6859,P48039,P63096,1,0,1.0
6860,P48039,P19086,1,0,1.0
6861,P49286,P63096,1,0,1.0
6862,P49286,P19086,1,0,1.0
6863,P17612,P25054,0,1,-1.0
6864,P42345,P40763,1,0,1.0
6865,P50613,P49736,1,0,1.0
6866,P30411,Q03113,1,0,1.0
6867,Q8IZQ8,P11831,1,0,1.0
6868,P15172,P51532,1,0,1.0
6869,P32238,P63096,1,0,1.0
6870,P00519,O95433,1,0,1.0
6871,P32239,P63096,1,0,1.0
6872,P11229,P63096,1,0,1.0
6873,O60674,P27361,0,0,0.1
6874,P27361,O60674,0,0,0.1
6875,P55085,P19086,1,0,1.0
6876,O43603,Q14344,1,0,1.0
6877,O43613,Q03113,1,0,1.0
6878,O43613,P30679,1,0,1.0
6879,O43614,P50148,1,0,1.0
6880,P28222,P19086,1,0,1.0
6881,P34969,P63096,1,0,1.0
6882,Q14596,Q9H492,1,0,1.0
6883,Q14596,Q13501,1,0,1.0
6884,Q9Y297,P30304,1,0,1.0
6885,P16333,Q9NZQ3,0,0,0.1
6886,P19338,P68871,1,0,1.0
6887,Q15596,P10275,1,0,1.0
6888,Q9Y6Q9,P10275,1,0,1.0
6889,O75376,P41182,1,0,1.0
6890,Q9Y618,Q96T58,1,0,1.0
6891,Q99608,Q9UBK2,1,0,1.0
6892,Q92597,P20338,1,0,1.0
6893,Q96PU5,Q15796,0,1,-1.0
6894,P30411,P50148,1,0,1.0
6895,P01116,P15923,1,0,1.0
6896,P51955,P36873,0,1,-1.0
6897,P08912,P30679,1,0,1.0
6898,Q13535,P15927,1,0,1.0
6899,P35240,O95835,1,0,1.0
6900,P35240,Q9NRM7,1,0,1.0
6901,Q13469,Q02078,1,0,1.0
6902,Q9Y243,P22736,0,1,-1.0
6903,P31751,P22736,0,1,-1.0
6904,O00221,P19838,0,1,-1.0
6905,P31749,P35226,1,0,1.0
6906,Q9Y243,P35226,1,0,1.0
6907,P31751,P35226,1,0,1.0
6908,Q8N4C6,O60674,0,1,-1.0
6909,Q9Y243,P45985,0,1,-1.0
6910,P31751,P45985,0,1,-1.0
6911,O15111,P24385,0,1,-1.0
6912,Q99801,P31749,0,1,-1.0
6913,Q99801,Q9Y243,0,1,-1.0
6914,Q99801,P31751,0,1,-1.0
6915,Q99801,Q13547,0,1,-1.0
6916,Q9UBE8,P46531,0,1,-1.0
6917,Q9UBE8,P15884,0,1,-1.0
6918,P28336,Q03113,1,0,1.0
6919,P28336,Q14344,1,0,1.0
6920,P28336,P63096,1,0,1.0
6921,P28336,P50148,1,0,1.0
6922,P28336,P19086,1,0,1.0
6923,Q13287,P56693,0,0,0.1
6924,P06493,P18031,0,0,0.1
6925,Q9Y239,Q676U5,1,0,1.0
6926,Q9HC29,Q676U5,1,0,1.0
6927,P08238,O14727,0,1,-1.0
6928,P46531,P15923,0,1,-1.0
6929,Q86UR1,P10415,0,1,-1.0
6930,P48145,P63096,1,0,1.0
6931,Q9GZQ6,P63096,1,0,1.0
6932,Q9GZQ6,P19086,1,0,1.0
6933,P49959,O60934,1,0,1.0
6934,Q9Y5X5,P63096,1,0,1.0
6935,Q8TAT6,Q92890,1,0,1.0
6936,P06748,P31269,0,1,-1.0
6937,P17612,P19793,0,1,-1.0
6938,Q96LB2,P19086,1,0,1.0
6939,P24468,P15172,0,1,-1.0
6940,P41182,Q6W2J9,0,0,0.1
6941,Q6W2J9,P41182,0,0,0.1
6942,P04150,Q03135,1,0,1.0
6943,P04150,P06239,1,0,1.0
6944,Q13164,P29590,0,1,-1.0
6945,P42345,Q13322,1,0,1.0
6946,Q92570,Q07812,1,0,1.0
6947,Q92570,Q9BXH1,1,0,1.0
6948,P01111,P10398,1,0,1.0
6949,P01111,P48736,1,0,1.0
6950,P23511,P08047,1,0,1.0
6951,P51677,P53778,1,0,1.0
6952,P51677,O15264,1,0,1.0
6953,P51677,Q16539,1,0,1.0
6954,P51677,Q15759,1,0,1.0
6955,Q16620,O43559,1,0,1.0
6956,O60285,O95835,0,1,-1.0
6957,O60285,P04637,1,0,1.0
6958,Q9H093,O95835,0,1,-1.0
6959,P49757,P04637,1,0,1.0
6960,Q13315,O43683,1,0,1.0
6961,Q4KMG0,Q16539,1,0,1.0
6962,O15294,Q8NFU7,1,0,1.0
6963,P56945,P84022,0,1,-1.0
6964,P41143,P63096,1,0,1.0
6965,P41145,P63096,1,0,1.0
6966,P41145,P19086,1,0,1.0
6967,P41146,P63096,1,0,1.0
6968,P41146,P19086,1,0,1.0
6969,P35372,P63096,1,0,1.0
6970,P35372,P19086,1,0,1.0
6971,Q13554,P49840,0,1,-1.0
6972,Q07820,Q07812,0,1,-1.0
6973,P31947,Q96B36,0,1,-1.0
6974,P61981,Q96B36,0,1,-1.0
6975,P31946,Q96B36,0,1,-1.0
6976,Q04917,Q96B36,0,1,-1.0
6977,P63104,Q96B36,0,1,-1.0
6978,P62258,Q96B36,0,1,-1.0
6979,P27348,Q96B36,0,1,-1.0
6980,P31947,Q12778,0,1,-1.0
6981,P31947,P98177,0,1,-1.0
6982,P61981,Q12778,0,1,-1.0
6983,P61981,P98177,0,1,-1.0
6984,P31946,Q12778,0,1,-1.0
6985,P31946,P98177,0,1,-1.0
6986,Q04917,P98177,0,1,-1.0
6987,P63104,Q12778,0,1,-1.0
6988,P63104,P98177,0,1,-1.0
6989,P62258,Q12778,0,1,-1.0
6990,P62258,P98177,0,1,-1.0
6991,P27348,Q12778,0,1,-1.0
6992,P27348,P98177,0,1,-1.0
6993,P31947,Q92945,0,1,-1.0
6994,P61981,Q92945,0,1,-1.0
6995,P31946,Q92945,0,1,-1.0
6996,Q04917,Q92945,0,1,-1.0
6997,P63104,Q92945,0,1,-1.0
6998,P62258,Q92945,0,1,-1.0
6999,P27348,Q92945,0,1,-1.0
7000,Q13535,Q14566,1,0,1.0
7001,O95747,Q13153,0,1,-1.0
7002,P78536,Q9UM47,1,0,1.0
7003,P78536,Q04721,1,0,1.0
7004,P78536,Q99466,1,0,1.0
7005,P30559,P63096,1,0,1.0
7006,O95433,P07900,1,0,1.0
7007,P30559,P50148,1,0,1.0
7008,P29274,P50148,1,0,1.0
7009,O00398,Q03113,1,0,1.0
7010,O00398,Q14344,1,0,1.0
7011,P29274,P19086,1,0,1.0
7012,O00398,P19086,1,0,1.0
7013,Q96G91,P63096,1,0,1.0
7014,P35348,Q14344,1,0,1.0
7015,Q96G91,P50148,1,0,1.0
7016,Q96G91,P19086,1,0,1.0
7017,Q9H244,P63096,1,0,1.0
7018,P18089,Q03113,1,0,1.0
7019,P18089,P63096,1,0,1.0
7020,Q9H244,P19086,1,0,1.0
7021,Q9BPV8,Q14344,1,0,1.0
7022,Q9BPV8,P30679,1,0,1.0
7023,Q9Y243,Q15910,0,1,-1.0
7024,P31751,Q15910,0,1,-1.0
7025,P31749,P15311,1,0,1.0
7026,Q9Y243,P15311,1,0,1.0
7027,Q9BPV8,P50148,1,0,1.0
7028,Q9Y243,P04150,0,1,-1.0
7029,P31751,P04150,0,1,-1.0
7030,P47900,Q03113,1,0,1.0
7031,P47900,Q14344,1,0,1.0
7032,P47900,P30679,1,0,1.0
7033,P47900,P63096,1,0,1.0
7034,P47900,P19086,1,0,1.0
7035,P41231,Q03113,1,0,1.0
7036,P41231,Q14344,1,0,1.0
7037,P41231,P30679,1,0,1.0
7038,O60729,P25054,1,0,1.0
7039,P53778,P30305,0,1,-1.0
7040,O15264,P30305,0,1,-1.0
7041,Q15759,P30305,0,1,-1.0
7042,P53778,P30307,0,1,-1.0
7043,O15264,P30307,0,1,-1.0
7044,Q16539,P30307,0,1,-1.0
7045,Q15759,P30307,0,1,-1.0
7046,P53778,P41235,1,0,1.0
7047,O15264,P41235,1,0,1.0
7048,Q16539,P41235,1,0,1.0
7049,Q15759,P41235,1,0,1.0
7050,P53778,Q14934,0,1,-1.0
7051,O15264,Q14934,0,1,-1.0
7052,Q16539,Q14934,0,1,-1.0
7053,Q15759,Q14934,0,1,-1.0
7054,P43034,P30622,1,0,1.0
7055,Q13153,P10398,1,0,1.0
7056,Q13153,Q92974,0,1,-1.0
7057,Q13153,O14965,1,0,1.0
7058,Q13153,Q13363,0,1,-1.0
7059,Q13153,Q14247,1,0,1.0
7060,Q14247,Q13153,0,0,0.1
7061,Q13153,P63167,0,1,-1.0
7062,Q13153,P03372,1,0,1.0
7063,Q13153,P21333,1,0,1.0
7064,Q13153,P19086,1,0,1.0
7065,Q13153,Q8IYU2,0,1,-1.0
7066,Q13153,Q13418,1,0,1.0
7067,Q13153,P36507,1,0,1.0
7068,P35240,Q13153,0,0,0.1
7069,Q13153,P35240,0,1,-1.0
7070,Q13153,Q9UQ80,1,0,1.0
7071,Q13153,P53350,1,0,1.0
7072,Q13153,O95863,1,0,1.0
7073,Q13153,P16949,0,1,-1.0
7074,O00327,Q9UJ55,0,1,-1.0
7075,P35222,Q9Y4A5,1,0,1.0
7076,P08670,Q13153,0,0,0.1
7077,Q13153,P08670,1,0,1.0
7078,Q13153,P30291,0,1,-1.0
7079,Q13177,P55210,0,1,-1.0
7080,Q9H2X6,P46527,1,0,1.0
7081,Q13177,P35240,0,1,-1.0
7082,O75914,P04049,1,0,1.0
7083,Q9BXH1,Q07817,0,1,-1.0
7084,O96013,P49023,0,0,0.1
7085,Q13177,P36507,1,0,1.0
7086,Q13555,Q9Y618,0,1,-1.0
7087,P20807,Q15078,1,0,1.0
7088,P20807,P49841,1,0,1.0
7089,Q9NPB6,P17252,1,0,1.0
7090,P09874,P04637,1,0,1.0
7091,Q96RG2,P68104,0,0,0.1
7092,Q06187,P42768,0,0,0.1
7093,Q96IZ0,P19544,0,1,-1.0
7094,P24863,Q9UM47,0,1,-1.0
7095,P24863,Q04721,0,1,-1.0
7096,P24863,Q99466,0,1,-1.0
7097,P32239,P50148,1,0,1.0
7098,P06493,Q13541,0,1,-1.0
7099,P23759,Q03164,1,0,1.0
7100,P23759,O14686,1,0,1.0
7101,P24941,P15172,0,1,-1.0
7102,P24941,P10644,1,0,1.0
7103,P40337,Q9H257,0,1,-1.0
7104,Q96KB5,P81274,1,0,1.0
7105,P40424,P15172,1,0,1.0
7106,P12004,O95944,0,1,-1.0
7107,O96017,Q13362,1,0,1.0
7108,P08173,P63096,1,0,1.0
7109,P68400,Q9UBF6,1,0,1.0
7110,O96017,Q08050,1,0,1.0
7111,P19784,P42768,1,0,1.0
7112,Q5VU43,P10644,1,0,1.0
7113,Q5VU43,P13861,1,0,1.0
7114,P27361,P17655,1,0,1.0
7115,P27361,P49715,0,1,-1.0
7116,P27361,Q14247,1,0,1.0
7117,P16234,P12931,1,0,1.0
7118,P27361,Q12778,0,1,-1.0
7119,P27361,P98177,0,1,-1.0
7120,P27361,P78347,1,0,1.0
7121,P27361,Q14005,1,0,1.0
7122,P27361,P35568,0,1,-1.0
7123,P27361,O95644,0,1,-1.0
7124,P27361,Q86UR1,0,1,-1.0
7125,O14757,Q16143,0,0,0.1
7126,P27361,P06401,0,1,-1.0
7127,P09619,P12931,1,0,1.0
7128,Q13164,O00141,1,0,1.0
7129,Q8IW41,P47712,1,0,1.0
7130,P32245,P63096,1,0,1.0
7131,P41279,P53350,1,0,1.0
7132,O15530,P36507,1,0,1.0
7133,O15530,Q16512,1,0,1.0
7134,O15530,P53350,1,0,1.0
7135,O15530,Q05655,1,0,1.0
7136,P40337,P04637,1,0,1.0
7137,O15530,Q05513,1,0,1.0
7138,O43193,Q03113,1,0,1.0
7139,O43193,P63096,1,0,1.0
7140,Q96LB2,P50148,1,0,1.0
7141,O15530,Q9UBS0,1,0,1.0
7142,O15530,Q9HBY8,1,0,1.0
7143,P51617,Q9HAT8,0,0,0.1
7144,Q9HAT8,P51617,1,0,1.0
7145,P51532,O14746,1,0,1.0
7146,O15055,P14859,0,1,-1.0
7147,Q14596,P60520,1,0,1.0
7148,P19338,P10242,0,1,-1.0
7149,Q15788,P03372,1,0,1.0
7150,O43189,P31260,0,1,-1.0
7151,O43189,P31269,0,1,-1.0
7152,P04628,O75084,1,0,1.0
7153,P04628,Q14332,1,0,1.0
7154,P04628,Q9ULV1,1,0,1.0
7155,P04628,Q13467,1,0,1.0
7156,P56705,O75084,1,0,1.0
7157,P56705,Q9ULW2,1,0,1.0
7158,P56705,Q9ULV1,1,0,1.0
7159,P56705,Q13467,1,0,1.0
7160,P56705,O00144,1,0,1.0
7161,Q9Y5X5,P19086,1,0,1.0
7162,O95433,P08238,1,0,1.0
7163,O60346,P17252,0,1,-1.0
7164,O60346,P05771,0,1,-1.0
7165,O60346,P23443,0,1,-1.0
7166,O60346,Q13043,1,0,1.0
7167,Q9BTU6,Q9HAW4,0,1,-1.0
7168,O75925,P17844,0,0,0.1
7169,O75925,P15927,1,0,1.0
7170,Q8N2W9,P15927,1,0,1.0
7171,Q8N2W9,Q12888,1,0,1.0
7172,Q13492,Q00610,1,0,1.0
7173,Q6ZUJ8,P42336,1,0,1.0
7174,Q6ZUJ8,P48736,1,0,1.0
7175,Q6ZUJ8,P27986,1,0,1.0
7176,Q8NEB9,P31749,1,0,1.0
7177,Q8NEB9,Q9Y243,1,0,1.0
7178,Q8NEB9,P31751,1,0,1.0
7179,Q8NEB9,P60484,1,0,1.0
7180,P42336,P31749,1,0,1.0
7181,P42336,Q9Y243,1,0,1.0
7182,P42336,P31751,1,0,1.0
7183,P48736,P31749,1,0,1.0
7184,P48736,Q9Y243,1,0,1.0
7185,P48736,P31751,1,0,1.0
7186,P48736,O15530,1,0,1.0
7187,P11309,P36888,1,0,1.0
7188,P11309,Q99683,0,1,-1.0
7189,P11309,Q00987,1,0,1.0
7190,P11309,Q13309,1,0,1.0
7191,Q9P1W9,P38936,1,0,1.0
7192,P78536,P15941,0,1,-1.0
7193,Q86V86,P38936,1,0,1.0
7194,Q86V86,P46527,0,1,-1.0
7195,Q9P1W9,P46527,0,1,-1.0
7196,Q86V86,O43524,0,1,-1.0
7197,Q9P1W9,O43524,0,1,-1.0
7198,Q86V86,Q12778,0,1,-1.0
7199,Q86V86,P98177,0,1,-1.0
7200,Q9P1W9,Q12778,0,1,-1.0
7201,Q9P1W9,P98177,0,1,-1.0
7202,Q86V86,Q99683,0,1,-1.0
7203,Q9P1W9,Q99683,0,1,-1.0
7204,Q86V86,Q00987,1,0,1.0
7205,Q9P1W9,Q00987,1,0,1.0
7206,Q86V86,Q04206,1,0,1.0
7207,Q9P1W9,Q04206,1,0,1.0
7208,Q9BSJ6,Q13492,0,1,-1.0
7209,Q13526,Q14653,0,1,-1.0
7210,Q13526,P01106,1,0,1.0
7211,Q13526,P46531,1,0,1.0
7212,Q08209,Q14934,1,0,1.0
7213,P22612,Q16637,1,0,1.0
7214,P17612,Q16637,1,0,1.0
7215,P22694,Q16637,1,0,1.0
7216,P14618,P40763,1,0,1.0
7217,Q16512,Q92974,0,1,-1.0
7218,Q16512,P10275,1,0,1.0
7219,Q16512,P30307,0,0,0.1
7220,Q16512,P00533,0,1,-1.0
7221,Q16512,Q12778,0,1,-1.0
7222,Q16512,P98177,0,1,-1.0
7223,Q16512,O43524,0,1,-1.0
7224,Q16512,Q16539,1,0,1.0
7225,Q16512,O95863,1,0,1.0
7226,Q03405,P05106,1,0,1.0
7227,Q03405,P04264,1,0,1.0
7228,P19174,Q07889,1,0,1.0
7229,P53350,O15392,1,0,1.0
7230,P53350,Q53EZ4,1,0,1.0
7231,P53350,P30622,1,0,1.0
7232,P53350,P35222,0,0,0.1
7233,P53350,Q14203,1,0,1.0
7234,P53350,O14641,1,0,1.0
7235,P53350,Q13158,0,1,-1.0
7236,P53350,Q00613,0,1,-1.0
7237,P53350,O14920,0,1,-1.0
7238,P53350,Q00987,1,0,1.0
7239,P53350,P01106,1,0,1.0
7240,P53350,P06748,1,0,1.0
7241,P53350,Q96CV9,1,0,1.0
7242,P53350,Q13526,1,0,1.0
7243,P53350,Q3KR16,1,0,1.0
7244,P53350,P62826,1,0,1.0
7245,P53350,P47736,0,1,-1.0
7246,P53350,P30626,0,0,0.1
7247,P53350,Q9NS56,0,1,-1.0
7248,P53350,O15350,0,1,-1.0
7249,P53350,P13693,0,1,-1.0
7250,P53350,P08670,1,0,1.0
7251,Q9NYY3,Q969H0,0,1,-1.0
7252,Q9NYY3,P06748,1,0,1.0
7253,Q9H4B4,P30304,0,1,-1.0
7254,Q9H4B4,P30307,1,0,1.0
7255,Q9H4B4,Q16665,0,1,-1.0
7256,Q9H4B4,P05412,1,0,1.0
7257,O75582,P03372,1,0,1.0
7258,Q15349,P03372,1,0,1.0
7259,O75676,P03372,1,0,1.0
7260,Q9H4B4,P60484,0,1,-1.0
7261,Q9H4B4,P37840,1,0,1.0
7262,Q9H4B4,Q16143,1,0,1.0
7263,Q9H4B4,P11388,1,0,1.0
7264,Q01851,P03372,1,0,1.0
7265,P16298,P05412,1,0,1.0
7266,Q08209,P05412,1,0,1.0
7267,P48454,P05412,1,0,1.0
7268,Q13283,O95786,0,1,-1.0
7269,P37231,Q13547,0,1,-1.0
7270,P37231,P60484,0,1,-1.0
7271,P35813,O15169,0,1,-1.0
7272,P35813,P50750,0,1,-1.0
7273,Q9Y243,Q07352,0,1,-1.0
7274,P31751,Q07352,0,1,-1.0
7275,P35813,O14920,0,1,-1.0
7276,O14920,O75688,0,0,0.1
7277,O75688,O14920,0,1,-1.0
7278,O15297,P53778,0,1,-1.0
7279,O15297,Q16539,0,1,-1.0
7280,Q15303,P48736,1,0,1.0
7281,P62136,O14965,0,1,-1.0
7282,P29350,P62993,0,0,0.1
7283,P12931,Q15654,1,0,1.0
7284,Q15654,P12931,0,0,0.1
7285,P13688,P29350,0,0,0.1
7286,P06213,P42336,1,0,1.0
7287,P23528,P60709,0,0,0.1
7288,P60709,P23528,0,1,-1.0
7289,P49023,Q14289,0,0,0.1
7290,Q14289,P49023,0,0,0.1
7291,P17252,P31431,1,0,1.0
7292,P31431,P17252,0,0,0.1
7293,Q15052,P63000,1,0,1.0
7294,P43405,Q14247,1,0,1.0
7295,Q14247,P43405,0,0,0.1
7296,P07948,P22681,1,0,1.0
7297,P22681,P07948,0,0,0.1
7298,P18206,Q9BX66,0,0,0.1
7299,P01112,P15498,0,0,0.1
7300,P15498,P01112,1,0,1.0
7301,P67775,P05556,0,0,0.1
7302,O15530,Q13153,1,0,1.0
7303,Q13153,O15530,0,0,0.1
7304,P07948,P56945,1,0,1.0
7305,P67775,P17252,0,1,-1.0
7306,P46108,Q13480,1,0,1.0
7307,Q13480,P46108,0,0,0.1
7308,P18206,P60709,1,0,1.0
7309,P05556,Q05397,1,0,1.0
7310,Q05397,P05556,0,0,0.1
7311,P31749,Q13153,1,0,1.0
7312,Q13153,P31749,0,0,0.1
7313,P42336,Q05397,1,0,1.0
7314,Q05397,P42336,1,0,1.0
7315,P07948,Q92835,0,0,0.1
7316,P17612,P61586,1,0,1.0
7317,P06241,P42336,1,0,1.0
7318,P50552,P60709,1,0,1.0
7319,P60709,Q14247,1,0,1.0
7320,Q14247,P60709,1,0,1.0
7321,P15311,P60709,1,0,1.0
7322,Q9Y2X7,P49023,0,1,-1.0
7323,P17813,Q15654,0,0,0.1
7324,P05556,P29353,0,0,0.1
7325,P05556,P12931,0,0,0.1
7326,P12931,P05556,1,0,1.0
7327,P07948,P42336,1,0,1.0
7328,Q13418,Q9HBI1,0,0,0.1
7329,P17252,P60709,1,0,1.0
7330,P18206,P49023,0,0,0.1
7331,P43405,P42336,1,0,1.0
7332,P05556,P17252,0,0,0.1
7333,P17252,P05556,1,0,1.0
7334,P13688,P49023,0,0,0.1
7335,P46108,Q14185,1,0,1.0
7336,Q14185,P46108,0,0,0.1
7337,P05556,Q14192,0,0,0.1
7338,P18031,P56945,0,1,-1.0
7339,P56945,P18031,0,0,0.1
7340,P22681,P43405,0,0,0.1
7341,P43405,P22681,0,0,0.1
7342,P05556,P31749,0,0,0.1
7343,P31749,P05556,1,0,1.0
7344,P07384,P18031,0,1,-1.0
7345,P18031,P07384,0,1,-1.0
7346,P07948,P17252,1,0,1.0
7347,P05556,P17612,1,0,1.0
7348,P17612,P05556,1,0,1.0
7349,Q14185,P63000,1,0,1.0
7350,P07384,P40763,0,0,0.1
7351,P43405,Q06124,0,0,0.1
7352,P18084,P63244,0,0,0.1
7353,Q14289,P46108,1,0,1.0
7354,P07948,Q03405,0,0,0.1
7355,P05556,P08195,0,0,0.1
7356,P61586,P63000,0,0,0.1
7357,P63000,P61586,0,1,-1.0
7358,O15530,P17612,1,0,1.0
7359,P05106,P13688,0,0,0.1
7360,P42336,P63000,1,0,1.0
7361,P63000,P42336,1,0,1.0
7362,P68363,Q9Y3M8,0,0,0.1
7363,Q9UKW4,P63000,1,0,1.0
7364,P29353,Q14155,0,0,0.1
7365,P35579,P60709,0,0,0.1
7366,P17655,P18031,0,1,-1.0
7367,P18564,P28482,0,0,0.1
7368,P50552,Q13153,0,0,0.1
7369,P61586,P60709,1,0,1.0
7370,P49023,P56945,0,0,0.1
7371,Q14289,P63000,1,0,1.0
7372,Q14155,Q9NZN5,0,1,-1.0
7373,P17252,Q05397,1,0,1.0
7374,P26006,Q14192,0,0,0.1
7375,P22681,Q13905,0,0,0.1
7376,Q13464,Q13480,1,0,1.0
7377,Q14289,P40763,1,0,1.0
7378,P61586,Q15654,0,0,0.1
7379,P29350,Q9UKW4,0,1,-1.0
7380,Q05397,P98161,0,0,0.1
7381,P06213,P40763,0,0,0.1
7382,Q06124,Q07889,1,0,1.0
7383,Q13464,P19634,1,0,1.0
7384,P60709,Q9HBI1,0,0,0.1
7385,P07948,Q96B97,0,0,0.1
7386,P05107,Q14192,0,0,0.1
7387,P05556,Q03135,0,0,0.1
7388,Q14289,P29353,1,0,1.0
7389,P28482,Q13464,0,1,-1.0
7390,P19174,P21333,0,0,0.1
7391,P06241,Q96B97,0,0,0.1
7392,P60709,Q15942,0,0,0.1
7393,P17252,P01112,1,0,1.0
7394,P06213,P28482,0,0,0.1
7395,P19174,Q9UKW4,1,0,1.0
7396,P43405,Q9UKW4,1,0,1.0
7397,P12931,Q96B97,0,0,0.1
7398,Q06124,Q9UKW4,0,1,-1.0
7399,P17612,P28482,1,0,1.0
7400,P28482,P17612,1,0,1.0
7401,P05107,Q99418,0,0,0.1
7402,P28482,Q14192,0,0,0.1
7403,P12931,P61586,0,1,-1.0
7404,O15530,P42336,0,0,0.1
7405,P42336,O15530,1,0,1.0
7406,P19634,P26038,1,0,1.0
7407,Q13418,Q14790,0,0,0.1
7408,P06241,P43405,0,0,0.1
7409,Q05397,Q13153,0,0,0.1
7410,Q13153,Q05397,0,0,0.1
7411,P01112,P45983,1,0,1.0
7412,P05107,Q03405,0,0,0.1
7413,P05107,P63244,0,0,0.1
7414,P06213,P63244,0,0,0.1
7415,Q13480,Q07889,1,0,1.0
7416,P31431,P49023,1,0,1.0
7417,P17655,Q9Y490,0,1,-1.0
7418,Q15628,P01375,0,0,0.1
7419,O95467,P07550,0,0,0.1
7420,P07550,O95467,0,0,0.1
7421,P14784,P01589,1,0,1.0
7422,P14784,P31785,0,1,-1.0
7423,P31785,P14784,0,1,-1.0
7424,P01589,P31785,0,1,-1.0
7425,P37023,P37173,0,0,0.1
7426,P53350,P30305,1,0,1.0
7427,Q02156,O75689,0,0,0.1
7428,P06241,P07766,0,0,0.1
7429,P45984,Q14934,0,1,-1.0
7430,P43405,Q13094,1,0,1.0
7431,Q99683,P45983,1,0,1.0
7432,P00533,P35222,0,0,0.1
7433,P28482,P32121,0,0,0.1
7434,P32121,P28482,0,0,0.1
7435,O15111,P35222,0,0,0.1
7436,Q05513,Q8IX03,0,0,0.1
7437,P37023,P17813,0,0,0.1
7438,P17612,P23771,0,0,0.1
7439,Q9UHD2,Q96FA3,0,0,0.1
7440,Q9UHD2,Q9BRV8,0,0,0.1
7441,P41743,Q4VCS5,0,0,0.1
7442,P68400,Q03112,0,0,0.1
7443,P17252,Q13418,1,0,1.0
7444,O14920,P19438,0,0,0.1
7445,P19438,O14920,0,0,0.1
7446,P68400,Q14005,0,0,0.1
7447,P17252,Q15717,0,0,0.1
7448,Q15831,Q13131,1,0,1.0
7449,P51813,P56945,0,0,0.1
7450,Q16539,P17181,0,0,0.1
7451,P17612,Q9H0K1,0,1,-1.0
7452,Q13153,Q96T58,0,0,0.1
7453,O14920,Q04864,0,0,0.1
7454,P17252,O14745,1,0,1.0
7455,Q05513,Q8N2W9,0,0,0.1
7456,P31749,O95999,0,0,0.1
7457,P68400,P40337,0,0,0.1
7458,Q99683,Q9Y3F4,0,0,0.1
7459,P41743,Q8TEW0,1,0,1.0
7460,O14920,P23396,0,0,0.1
7461,P49841,O15294,0,0,0.1
7462,P53350,Q92574,0,0,0.1
7463,P12931,O15455,0,0,0.1
7464,P24941,Q08050,1,0,1.0
7465,Q06187,Q13422,0,0,0.1
7466,P45983,P10276,1,0,1.0
7467,O75385,Q86WV6,0,0,0.1
7468,P41743,Q9NPB6,0,0,0.1
7469,P07948,Q12972,0,0,0.1
7470,P68400,Q15653,0,0,0.1
7471,Q99683,Q16539,1,0,1.0
7472,P29597,P63244,0,0,0.1
7473,P17252,O94806,1,0,1.0
7474,P49841,P15941,0,0,0.1
7475,Q05655,Q9H257,1,0,1.0
7476,O15111,P03372,0,0,0.1
7477,P06493,P14635,1,0,1.0
7478,Q9UQM7,P21333,0,0,0.1
7479,P12931,P35968,1,0,1.0
7480,P35968,P12931,0,0,0.1
7481,Q08881,Q13094,0,0,0.1
7482,P45983,Q16621,0,0,0.1
7483,P28482,Q9BY84,1,0,1.0
7484,Q9BY84,P28482,0,0,0.1
7485,Q9UBE8,Q13485,0,1,-1.0
7486,P17612,P15311,1,0,1.0
7487,P30304,P11802,1,0,1.0
7488,P27361,P35236,0,0,0.1
7489,P35236,P27361,0,0,0.1
7490,P10586,P35222,1,0,1.0
7491,Q9Y6W6,P45984,0,1,-1.0
7492,P45984,Q9BY84,0,0,0.1
7493,Q9BY84,P45984,0,1,-1.0
7494,P62136,P05198,0,1,-1.0
7495,P62136,Q9UQM7,0,1,-1.0
7496,P04049,P36873,0,0,0.1
7497,P36873,P04049,0,0,0.1
7498,P67775,P41743,0,1,-1.0
7499,P67775,P42574,0,0,0.1
7500,P67775,Q16539,0,0,0.1
7501,Q16539,P67775,0,0,0.1
7502,P67775,P17612,0,1,-1.0
7503,Q08209,Q8WYL5,1,0,1.0
7504,Q08209,Q13522,0,1,-1.0
7505,Q08209,Q9UD71,0,1,-1.0
7506,P35813,P52564,0,1,-1.0
7507,P35813,P45985,0,1,-1.0
7508,O43318,O75688,0,0,0.1
7509,O75688,O43318,0,1,-1.0
7510,P18031,P35222,1,0,1.0
7511,P18031,P42229,0,1,-1.0
7512,P23467,Q02763,0,0,0.1
7513,Q02763,P23467,0,0,0.1
7514,P28827,O60716,1,0,1.0
7515,P29350,O60716,1,0,1.0
7516,P29350,P20138,0,0,0.1
7517,P20273,P29350,0,0,0.1
7518,P29350,P20273,0,0,0.1
7519,P00533,Q06124,0,0,0.1
7520,Q06124,P00533,0,1,-1.0
7521,Q06124,P16581,0,0,0.1
7522,Q9BV47,Q16539,0,1,-1.0
7523,P54253,P62258,0,0,0.1
7524,P54253,P63104,0,0,0.1
7525,P04049,P27348,1,0,1.0
7526,P27348,P04049,0,1,-1.0
7527,Q04206,Q04917,0,0,0.1
